"year","variable_id","value","display_name","accounting_block","sector_boundary","accounting_concept","nominal_or_real","role","status","source_stage","source_file","source_column","unit","allowed_use","prohibited_use","notes"
2005,"NFC_COMPENSATION_SHARE_GVA",0.597479837743853,"NFC compensation share of GVA","surplus_distribution","NFC","NONE_NOT_APPLICABLE","nominal_or_ratio","preferred_wage_share","AUTHORIZED_FOR_D07_LEVEL_PANEL","S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE","output/US/S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE/csv/S30B_distribution_interface_long.csv","value","ratio","preferred operational distributive variable","profit-share-first operational replacement; model/econometric use in D07-0","S30B preserves NFC_COMP / NFC_GVA as the preferred unadjusted wage-share baseline. | Already constructed S30B accounting ratio consumed without recomputation."
2005,"NFC_COMPENSATION_SHARE_NVA",0.69388947457567,"NFC compensation share of NVA","surplus_distribution","NFC","NONE_NOT_APPLICABLE","nominal_or_ratio","preferred_wage_share","AUTHORIZED_FOR_D07_LEVEL_PANEL","S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE","output/US/S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE/csv/S30B_distribution_interface_long.csv","value","ratio","wage-share robustness variant","profit-share-first operational replacement; model/econometric use in D07-0","S30B preserves this as a net-value-added wage-share robustness variant. | Already constructed S30B accounting ratio consumed without recomputation."
2005,"NFC_DIVIDENDS_NET",175995,"NFC net dividends","surplus_distribution","NFC","NONE_NOT_APPLICABLE","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names. | Local committed provider import consumed read-only; provider repo not modified."
2005,"NFC_GVA",6575529,"NFC gross value added","output_value_added; surplus_distribution","NFC","GVA; NONE_NOT_APPLICABLE","nominal; nominal_or_ratio","output_value_added_level; surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","nominal NFC output/value-added accounting level; NFC productive-origin accounting ingredient","real output unless same-boundary validated deflator is used; financial-sector productive equivalence; model-ready transformation","Direct provider income-account line.; NFC is the strict productive-origin baseline; use available direct provider names. | Local committed provider import consumed read-only; provider repo not modified."
2005,"NFC_NET_INT",174978,"NFC net interest and miscellaneous payments","surplus_distribution; financial_correction_candidate","NFC","NONE_NOT_APPLICABLE; NET_INTEREST_AND_MISC_PAYMENTS","nominal_or_ratio; nominal","surplus_accounting_ingredient; candidate_only","AUTHORIZED_FOR_D07_LEVEL_PANEL; DIAGNOSTIC_ONLY","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","NFC productive-origin accounting ingredient; bounded diagnostic/proxy evidence; not exact Shaikh correction","financial-sector productive equivalence; model-ready transformation; baseline productive surplus; unvalidated adjusted corporate surplus; binding Shaikh appendix replication","NFC is the strict productive-origin baseline; use available direct provider names.; Counterparty is not identified; actual and imputed components are not separated; miscellaneous payments are included; not an exact Appendix 6.7 measure. | Local committed provider import consumed read-only; provider repo not modified."
2005,"NFC_NOS",1157510,"NFC net operating surplus","surplus_distribution; financial_correction_candidate","NFC; CORP_FIN_BOUNDARY","NOS; corporate_financial_boundary_candidate","nominal_or_ratio; nominal","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL; DIAGNOSTIC_ONLY","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","NFC productive-origin accounting ingredient; role-lock evidence; baseline authorization is recorded in the surplus scaffold, not this financial-correction ledger","financial-sector productive equivalence; model-ready transformation; replacement by after-interest or financial-residual measure","NFC is the strict productive-origin baseline; use available direct provider names.; Observable productive-origin corporate surplus proxy before financial distribution. | Local committed provider import consumed read-only; provider repo not modified."
2005,"NFC_NVA",5661919,"NFC net value added","output_value_added; surplus_distribution","NFC","NVA; NONE_NOT_APPLICABLE","nominal; nominal_or_ratio","output_value_added_level; surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","nominal NFC net value-added accounting level; NFC productive-origin accounting ingredient","real output by residual deflation; financial-sector productive equivalence; model-ready transformation","Direct provider income-account line.; NFC is the strict productive-origin baseline; use available direct provider names. | Local committed provider import consumed read-only; provider repo not modified."
2005,"NFC_PAT",1100756,"NFC profits after tax","surplus_distribution","NFC","PAT","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names. | Local committed provider import consumed read-only; provider repo not modified."
2005,"NFC_PBT",1480504,"NFC profits before tax","surplus_distribution","NFC","PBT","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names. | Local committed provider import consumed read-only; provider repo not modified."
2005,"NFC_RETAINED",782364,"NFC undistributed profits after tax","surplus_distribution","NFC","RETAINED_PROFITS","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names. | Local committed provider import consumed read-only; provider repo not modified."
2005,"NFC_TAX",262541,"NFC corporate income taxes","surplus_distribution","NFC","NONE_NOT_APPLICABLE","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names. | Local committed provider import consumed read-only; provider repo not modified."
2005,"NFC_TRANSFERS_NET",79314,"NFC business current transfers net","surplus_distribution","NFC","NONE_NOT_APPLICABLE","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names. | Local committed provider import consumed read-only; provider repo not modified."
2005,"NFC_UNDISTRIBUTED",464682,"NFC undistributed profits with IVA and CCAdj","surplus_distribution","NFC","UNDISTRIBUTED_PROFITS","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names. | Local committed provider import consumed read-only; provider repo not modified."
2005,"P_Y_NFC_GVA_IMPLICIT_SOURCE",81.6233712792512,"P_Y_NFC_GVA_IMPLICIT_SOURCE","output_value_added","NFC","deflator_or_price_support","price_index","output_value_added_level","AUTHORIZED_FOR_D07_LEVEL_PANEL","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_output_price_objects_long.csv","value_index_2017","Index 2017=100","same-boundary NFC GVA deflation support","CORP/FIN deflator relabeling; productive capacity; capacity utilization","S11B and S11C confirmed the same-boundary source-level derivation | Reconstructed from T11400 lines 17 and 41. | Same-boundary NFC support only; not used as CORP or FIN deflator."
2005,"pKN_capacity",57.1479236398044,"D06 capacity weighted guarded capital valuation price","fixed_assets_capacity","NFC_CAPACITY_BOUNDARY","ME_PLUS_NRC","price_index","fixed_assets_level","AUTHORIZED_FOR_D07_LEVEL_PANEL","D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN","output/US/D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN/csv/D06_capacity_refrozen_panel.csv","pKN_capacity","D06 guarded pKN index/support","valuation/provenance/accounting support","replacement with total-capital price object","Current-cost capacity divided by real capacity, scaled consistently with D06. | D06-refrozen fixed-assets/capacity object consumed without rebuilding GPIM."
2005,"pKN_ME",134.904066352598,"D06 ME guarded capital valuation price","fixed_assets_capacity","NFC_CAPACITY_BOUNDARY","ME","price_index","fixed_assets_level","AUTHORIZED_FOR_D07_LEVEL_PANEL","D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN","output/US/D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN/csv/D06_capacity_refrozen_panel.csv","pKN_ME","D06 guarded pKN index/support","valuation/provenance/accounting support","replacement with S12D/S29C recursive price object","D05/D06 guarded pKN price support. | D06-refrozen fixed-assets/capacity object consumed without rebuilding GPIM."
2005,"pKN_NRC",42.0299571887704,"D06 NRC guarded capital valuation price","fixed_assets_capacity","NFC_CAPACITY_BOUNDARY","NRC","price_index","fixed_assets_level","AUTHORIZED_FOR_D07_LEVEL_PANEL","D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN","output/US/D06_GPIM_REFREEZE_WITH_GPIM_GUARDED_pKN/csv/D06_capacity_refrozen_panel.csv","pKN_NRC","D06 guarded pKN index/support","valuation/provenance/accounting support","replacement with S12D/S29C recursive price object","D05/D06 guarded pKN price support. | D06-refrozen fixed-assets/capacity object consumed without rebuilding GPIM."
2005,"Y_REAL_NFC_GVA_BASELINE",8055939,"Authoritative real NFC gross value added level","output_value_added","NFC","GVA","real","output_value_added_level","AUTHORIZED_FOR_D07_LEVEL_PANEL","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","real_output_value","Millions of 2017-price-equivalent dollars","baseline realized output level for D07 level/accounting panel","productive capacity; capacity utilization; corporate or financial real residual output","S30A authorizes this as the real output baseline. | No corporate or financial real residual output is constructed."
2006,"CORP_CFC",1119303,"Corporate consumption of fixed capital","surplus_distribution","CORP","NONE_NOT_APPLICABLE","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline. | Local committed provider import consumed read-only; provider repo not modified."
2006,"CORP_COMP",4681230,"Corporate compensation of employees","surplus_distribution","CORP","NONE_NOT_APPLICABLE","nominal_or_ratio","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","Millions of current dollars","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline. | Local committed provider import consumed read-only; provider repo not modified."
2006,"CORP_COMPENSATION_SHARE_GVA",0.583017283165839,"Corporate compensation share of GVA","surplus_distribution","CORP","NONE_NOT_APPLICABLE","nominal_or_ratio","preferred_wage_share","AUTHORIZED_FOR_D07_LEVEL_PANEL","S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE","output/US/S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE/csv/S30B_distribution_interface_long.csv","value","ratio","corporate wage-share robustness/reconciliation variant","NFC baseline replacement without explicit choice; model/econometric use in D07-0","Corporate wage share is robustness/reconciliation below the NFC baseline. | Already constructed S30B accounting ratio consumed without recomputation."
2006,"CORP_COMPENSATION_SHARE_NVA",0.677456033729604,"Corporate compensation share of NVA","surplus_distribution","CORP","NONE_NOT_APPLICABLE","nominal_or_ratio","preferred_wage_share","AUTHORIZED_FOR_D07_LEVEL_PANEL","S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE","output/US/S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE/csv/S30B_distribution_interface_long.csv","value","ratio","corporate wage-share robustness/reconciliation variant","NFC baseline replacement without explicit choice; model/econometric use in D07-0","Corporate net-value-added wage share is robustness/reconciliation below the NFC baseline. | Already constructed S30B accounting ratio consumed without recomputation."
